720 2864
2 7
338 1274
389 1186
203 555
286 1097
301 1149
55 174
207 637
315 1204
986 3708
169 375
1800 7692
206 551
682 2308
129 341
1 2
350 656
124 357
137 349
157 600
178 537
996 3703
529 1714
553 2142
26 68
658 2585
132 558
2 9
135 365
5 15
8 29
13 47
478 1816
17 55
45 102
61 191
13 38
14 50
35 135
100 293
23 74
34 122
2 6
21 74
175 603
107 302
1 3
55 163
2 9
1 2
62 201
141 571
2 6
28 103
1 4
418 1215
675 2116
1124 3930
1351 5118
2649 10751
1451 5681
2 4
1431 5153
2578 11219
763 2934
1060 4119
498 1868
1046 3809
8 34
264 1079
30 90
1 3
41 169
58 174
0 0
226 749
93 207
2 4
2513 10692
67 186
618 2192
216 534
79 190
82 298
9 24
67 271
278 932
17 62
9 19
32 83
0 0
42 156
0 0
3 9
1 4
0 0
19 43
121 436
485 1890
0 0
7 20
75 156
13 52
20 72
3 5
77 279
0 0
140 356
19 61
78 204
71 190
1 1
1 2
3 6
1 2
20 72
0 0
441 1567
1527 5242
16 67
89 309
1 2
9 26
612 1974
0 0
1 1
39 100
2 6
1 3
25 93
2 3
525 1819
128 382
264 902
8 24
35 128
3 10
47 96
47 207
23 96
56 247
456 1678
2 4
563 1475
386 1164
0 0
0 0
0 0
306 1299
2 7
64 215
15 59
4 14
0 0
1 1
30 99
0 0
3 9
213 485
0 0
2 4
121 375
106 224
0 0
141 373
135 429
4 13
85 217
5 11
0 0
145 482
1 4
27 99
10 16
42 97
36 138
2 5
275 849
679 2332
144 438
51 119
62 155
2 7
0 0
153 595
52 188
28 75
1 4
33 115
239 684
438 1939
0 0
27 103
0 0
416 1284
91 254
9 27
0 0
217 817
3 11
1 1
47 134
6 17
1340 4989
3 9
101 339
1110 3523
300 609
0 0
0 0
0 0
314 1284
174 440
107 275
3 6
657 2970
31 124
55 110
417 1314
4 11
1367 6083
15 53
0 0
32 101
13 38
9 34
4 12
4 15
1 4
59 242
33 116
123 343
298 651
1 3
74 242
171 450
100 357
24 77
0 0
12 39
0 0
18 68
0 0
0 0
1 4
9 29
4 12
0 0
751 2974
52 140
1730 6073
103 348
145 370
390 1257
385 1051
765 2661
460 1437
3 15
948 2840
2 6
1 3
2 7
1 4
10 26
0 0
0 0
3 10
0 0
204 552
338 1132
630 2572
121 375
427 1493
57 210
233 694
344 1235
60 190
14 42
43 146
105 270
120 176
9 35
0 0
47 118
1 3
6 12
0 0
0 0
189 484
0 0
4 13
2 4
0 0
4 13
28 110
0 0
1 1
2 6
54 157
131 300
295 871
20 77
564 1962
78 170
4 8
103 322
237 629
218 758
501 1944
135 299
50 128
25 85
151 391
1 1
7 25
0 0
38 142
7 13
156 536
511 1283
30 110
127 444
615 1981
3 12
8 29
0 0
0 0
0 0
2223 10059
1 2
10 36
273 959
31 113
10 35
12 43
1 2
572 2187
24 53
1 3
42 130
49 107
0 0
1 3
0 0
8 25
44 149
21 60
24 79
1 4
237 670
324 713
77 202
59 160
0 0
2 6
43 111
104 306
2 5
48 106
2 5
0 0
183 432
152 587
69 255
0 0
2 2
51 175
98 368
582 2503
751 3217
343 1321
174 634
676 2642
905 3867
1050 4700
374 1601
187 766
105 412
1315 5765
417 1721
832 3578
306 1280
1669 7365
1043 4585
636 2642
365 1447
425 1792
77 283
189 717
1718 7298
1156 4621
302 1176
470 2111
1116 4898
1716 6982
12 39
403 1715
84 334
386 1623
93 352
445 1911
206 806
189 747
443 1817
304 1112
71 258
132 538
44 165
187 677
11 35
378 1502
105 389
292 1227
171 681
97 368
251 1041
161 620
188 772
130 488
215 855
292 1238
397 1687
269 969
729 3134
383 1624
413 1722
40 142
37 120
13 44
58 217
20 69
23 80
11 39
54 193
51 173
253 1031
6 24
23 75
715 2625
1057 4494
37 126
271 1097
6 19
82 321
16 60
2 3
56 200
2 4
100 394
0 0
5 14
4 11
81 298
0 0
33 88
4 15
232 836
40 116
69 233
1 5
54 139
170 599
20 52
9 28
450 1843
0 0
256 744
28 94
93 280
286 939
20 61
0 0
8 34
121 356
101 269
142 337
78 241
232 691
97 323
291 927
242 791
135 368
301 1115
258 920
136 463
234 783
156 502
276 990
123 400
575 2129
392 1270
247 684
577 2167
221 881
126 409
293 1058
8 29
344 1088
1011 3937
568 2095
323 994
319 1110
525 1941
287 990
169 616
882 3468
1666 6867
615 1636
11 36
3 11
5 15
474 1914
528 1838
108 307
35 115
0 0
90 366
434 1512
0 0
451 1501
146 558
98 335
0 0
35 102
81 268
19 52
50 177
274 975
11 36
479 1629
786 3098
374 1328
2 5
26 82
209 605
0 0
175 729
23 87
35 129
110 432
2 6
5 17
0 0
1313 5070
0 0
0 0
23 92
744 2961
372 1427
1326 5266
926 3721
434 1570
154 570
164 579
686 2810
131 495
379 1546
18 62
687 2275
1259 5207
1143 4675
373 1042
751 2660
680 2317
1229 4586
571 2218
344 1368
2269 8997
5 12
194 774
420 1179
1010 3723
4 8
402 1577
483 2041
42 75
0 0
3 6
0 0
0 0
0 0
94 385
35 120
50 150
31 89
1 1
17 58
12 51
1 2
34 109
456 1634
13 40
0 0
33 123
405 1515
385 1455
317 752
1715 6318
170 497
884 3063
231 753
216 934
220 937
2 4
2 6
407 1298
1599 6932
0 0
7 27
2 8
0 0
0 0
2 2
0 0
16 60
2 5
0 0
277 1197
882 3976
4 14
158 621
31 108
29 101
14 48
15 56
0 0
0 0
0 0
0 0
0 0
6 13
94 371
96 375
19 56
5 18
1 1
0 0
94 272
18 37
36 134
17 28
415 1550
615 2637
198 663
5 19
368 1473
129 508
147 587
230 1029
885 3353
50 192
10 29
0 0
989 3570
91 346
453 1793
562 2031
147 538
676 2671
269 1144
132 463
209 640
105 423
1725 7574
212 737
0 0
2990 12836
2318 9976
2514 11257
913 3741
1820 7509
822 3398
72 260
616 2646
831 3658
231 781
1229 5012
928 4107
1176 4990
173 696
2883 11598
242 995
480 2137
1657 7084
2024 8419
945 3595
87 318
357 1524
244 1024
1263 5328
1341 5283
1692 7373
1254 5155
473 2063
426 1826
1382 5876
226 916
241 931
677 2835
0 0
1334 5525
750 3060
52 189
1001 4307
1049 4532
697 2903
90 377
299 1265
351 1404
0 0
2098 8711
70 235
1112 4663
325 1295
718 2931
358 1434
855 3425
1261 5354
514 2167
733 2936
938 4115
228 936
1185 5142
559 2315
453 1943
54 184
594 2501
472 1851
1087 4462
1785 7313
308 1325
548 2097
696 3046
700 2877
257 1042
2278 9005
997 4078
765 3315
317 1105
672 2801
2583 10307
593 2257
645 2752
146 579
452 1778
741 2850
930 3956
363 1410
1193 5071
194 727
277 1156
216 871
943 3682
403 1684
541 2333
803 3064
285 1022
704 2894
1118 4673
182 723
230 826
1628 6729
591 2372
671 2779
1099 4533
266 949
560 2238
442 1639
387 1409
732 3110
330 1368
373 1483
768 3004
310 1280
1419 5982
121 459
136 490
1568 6387
0 0
0 0
43 153
7 7
29 94
13 28
0 0
3 7
1 4
40 127
0 0
0 0
925 2810
549 2060
32 55
43 59
22 37
23 38
56 118
355 1043
25 46
36 96
116 348
50 159
102 297
733 2846
338 1060
21 36
55 123
64 228
0 0
672 2247
216 845
53 151
262 761
687 2522
361 1416
567 2044
174 554
451 1572
238 950
14 43
409 1482
35 119
94 268
188 580
267 1021
77 228
1310 4859
548 2086
1177 4953
222 550
2 7
159 670
100 403
112 333
2 7
58 223
108 344
364 1109
0 0
5 19
1135 4020
792 2484
1001 3413
613 1685
1448 5619
927 3109
1126 4117
1031 3069
562 1921
369 1073
817 2923
303 595
127 353
11 17
6 23
461 1507
1 1
1697 6940
370 958
210 389
121 387
1074 3115
219 819
1353 5086
1434 5766
295 981
1091 4067
63 230
63 201
104 333
0 0
162 568
0 0
0 0
76 239
475 1444
24 83
886 3168
975 3718
392 1197
90 258
382 1512
20 78
50 169
168 604
36 128
282 918
43 119
0 0
136 539
7 28
22 67
281 850
14 61
0 0
168 553
23 58
51 117
52 169
297 982
1 1
232 591
100 277
5 9
2 8
0 0
9 26
21 65
321 904
46 108
81 224
481 1657
71 220
0 0
8 27
156 339
189 766
49 165
0 0
462 1916
14 53
0 0
0 0
148 360
82 259
22 61
64 151
266 827
24 68
380 1276
94 252
216 556
0 0
34 103
145 486
126 440
719 2729
0 0
144 369
0 0
1 4
5 17
48 156
40 113
146 341
81 255
499 1740
27 93
0 0
563 1800
265 869
0 0
63 210
141 389
124 459
666 2331
7 22
162 497
288 823
37 95
26 47
0 0
0 0
17 56
19 47
44 58
25 79
48 100
131 411
399 878
1136 4332
18 47
13 40
145 336
16 56
0 0
0 0
42 140
36 119
21 77
2 5
24 86
0 0
755 2300
7 19
181 463
52 190
1205 4471
354 1211
6 20
15 37
0 0
7 17
57 150
0 0
44 92
88 217
1377 5013
2 4
31 100
0 0
11 40
6 16
24 93
6 22
103 359
0 0
350 1448
6 10
11 31
0 0
240 744
238 843
7 23
1255 3811
73 297
49 187
37 123
2 5
19 51
71 192
36 102
954 3116
4 11
138 480
2 6
367 687
0 0
2 3
0 0
0 0
4 13
606 1368
40 144
36 138
17 51
469 1538
9 31
0 0
820 2811
23 76
45 178
26 97
1421 4833
15 43
14 44
0 0
0 0
0 0
1 3
2538 9492
59 168
60 190
27 75
1382 5208
28 90
557 1700
572 1957
289 891
492 1653
498 1254
475 1245
112 279
162 464
307 1160
65 113
32 111
811 2762
111 301
67 110
84 241
75 204
43 91
348 1018
65 179
88 234
109 255
0 0
1076 3861
55 151
1652 6694
236 791
55 183
30 87
428 1404
227 822
395 1222
2288 9654
0 0
362 1241
395 1318
85 279
5 12
128 283
50 136
882 3452
81 204
250 769
0 0
109 329
1 2
49 176
20 49
266 974
0 0
507 1927
5 12
0 0
0 0
966 3650
84 213
1199 4643
74 226
265 1027
475 1250
826 2838
88 248
90 259
194 674
189 728
50 167
17 49
4 13
1077 3997
87 288
77 187
14 45
20 70
116 368
7 20
179 639
88 281
20 53
740 2841
5 21
200 537
20 52
113 314
39 99
37 128
82 287
22 70
321 1146
1128 4252
1046 4180
11 34
1163 3644
37 102
474 1815
24 47
464 1759
134 292
1005 3881
218 820
58 216
6 21
109 344
337 1037
304 1065
252 795
779 2305
0 0
20 51
351 1305
471 1755
32 118
28 100
0 0
0 0
155 543
0 0
284 970
302 771
62 182
1548 6465
0 0
0 0
154 289
0 0
1 2
0 0
628 2043
0 0
231 703
1 2
13 39
0 0
455 1354
7 18
381 1541
7 9
1546 5540
862 2967
0 0
1 3
23 86
137 380
210 678
22 73
724 2671
176 656
64 120
1097 4101
82 255
201 769
263 842
0 0
0 0
0 0
47 64
0 0
5 20
0 0
11 43
77 206
0 0
55 152
907 3165
874 3341
10 34
63 138
0 0
206 547
198 634
388 1314
30 106
51 130
0 0
100 365
51 203
190 356
0 0
227 621
0 0
1 3
0 0
0 0
26 78
0 0
319 1001
19 66
47 124
230 559
2 5
0 0
0 0
0 0
909 3172
0 0
541 1441
8 33
0 0
8 20
220 644
1424 5625
180 610
0 0
2 7
91 360
0 0
0 0
53 157
448 1421
13 31
151 518
2 9
5 12
167 669
42 108
213 727
0 0
391 1190
0 0
0 0
119 361
626 2157
168 486
17 58
0 0
36 137
353 1256
13 48
44 153
0 0
25 84
1 2
101 299
12 36
0 0
0 0
1 2
211 674
21 43
0 0
104 350
33 88
40 62
102 408
0 0
37 111
1 5
667 1724
1 4
264 793
493 1942
366 1204
135 447
64 172
0 0
69 156
160 541
95 280
2 8
1 3
29 112
301 1129
20 65
0 0
177 539
7 18
13 37
2 8
1 2
17 34
48 145
108 259
72 220
24 74
172 562
32 113
44 166
3 10
198 406
142 315
11 30
54 192
189 584
38 92
2 4
51 118
72 253
4 16
10 32
259 974
27 91
164 558
895 2834
4 10
11 22
22 86
26 89
68 189
499 1160
664 2281
298 997
608 2245
4 11
60 149
387 1159
49 190
7 17
9 17
401 1352
21 79
471 1371
306 991
47 146
133 466
14 51
10 32
61 254
5 20
30 93
6 20
113 394
2 3
32 103
490 1834
1 3
996 3479
41 154
527 1544
908 3448
167 639
372 1417
1 4
354 1241
1110 3543
669 2101
116 368
364 1023
613 2324
52 178
1371 5353
249 656
45 175
32 102
268 1124
29 98
84 318
5 15
225 907
36 118
21 71
77 309
107 431
82 318
63 235
122 477
236 973
91 354
113 430
119 480
61 200
364 1491
519 2216
205 815
761 3088
198 764
219 927
348 1437
213 787
663 2727
861 3529
1129 4452
452 1716
507 2023
634 2407
530 1912
626 2287
636 2529
1330 5391
652 2528
252 1021
302 1150
751 2766
198 722
554 2015
1539 5971
274 636
268 708
242 542
200 399
215 469
317 964
171 415
199 394
169 368
114 237
112 244
91 196
99 182
506 1879
195 537
105 220
129 311
127 270
91 212
51 107
15 22
16 27
239 646
133 281
97 184
795 2929
182 441
112 205
885 3501
113 200
127 349
1627 6324
1011 3584
802 2610
776 2536
372 935
716 2504
983 3501
65 174
15 38
422 1485
388 1584
1158 3872
1148 3722
622 2149
180 572
380 1312
109 290
162 484
589 2202
628 2864
773 3070
789 2648
254 897
774 2589
148 491
221 739
161 433
129 316
2653 11507
76 279
0 0
37 112
40 117
200 633
295 818
57 177
96 213
54 191
198 575
1 1
128 377
145 387
193 508
158 517
52 132
55 190
536 1858
22 70
131 458
37 123
104 264
101 258
183 525
381 860
1045 3065
42 119
18 63
91 304
799 2883
268 880
183 548
7 25
70 224
8 20
798 3251
479 1724
106 440
564 2293
128 497
140 530
264 1031
171 672
303 882
66 242
21 74
81 303
654 2461
154 538
664 2534
14 50
864 3287
1035 3888
361 1042
262 945
93 291
565 2032
29 103
594 2174
471 1222
239 764
249 865
186 530
163 397
276 787
736 2288
113 336
511 1896
213 743
76 239
221 796
1163 3990
15 53
197 667
37 114
53 177
970 3255
185 610
199 535
825 3058
573 2145
367 1198
312 1007
346 1207
79 170
256 944
1127 4143
438 1460
278 1034
363 1344
147 334
242 712
245 669
233 570
215 617
714 2263
416 1545
495 1359
4 14
25 83
8 30
304 1165
30 112
297 1210
541 1772
510 1746
238 762
222 699
497 1900
305 1172
369 1421
710 2593
404 1385
201 569
355 1161
719 2668
693 2333
352 1095
231 589
166 479
103 232
695 2590
128 406
69 146
288 575
140 390
267 885
9 34
20 65
20 52
219 762
712 2719
699 2520
177 427
206 537
20 41
109 368
144 507
809 2813
79 243
130 348
123 314
196 723
4 13
110 392
1495 5334
18 69
191 744
83 267
95 348
39 123
58 193
118 421
98 351
179 704
147 529
17 61
482 2075
26 93
259 716
21 78
52 148
10 28
7 23
802 2804
1127 4517
135 406
27 66
11 46
2 8
0 0
8 20
20 68
213 840
233 995
89 340
33 116
167 670
8 23
199 833
10 33
54 200
19 67
128 491
1 1
1 3
12 42
0 0
1 1
1 2
10 34
0 0
11 34
0 0
3 10
0 0
0 0
1 3
21 74
0 0
0 0
0 0
345 1245
233 808
5 8
8 15
1 2
202 729
44 158
77 295
97 363
238 835
129 358
6 15
789 2957
7 13
514 1755
14 38
365 1129
914 3672
239 763
62 195
2 7
186 561
440 1128
1 2
79 206
24 57
17 50
2 6
201 546
49 137
161 536
326 1029
175 543
83 215
83 166
195 560
74 218
1061 4171
217 594
0 0
76 250
112 387
627 2236
0 0
71 239
70 260
1 2
806 2843
226 614
125 429
11 38
316 1112
61 178
43 163
54 210
43 108
280 963
741 2805
978 3876
121 397
1473 5292
20 50
25 81
645 2247
74 282
144 343
355 1103
15 28
4 15
658 2727
371 1332
1086 4110
325 1274
7 25
25 87
90 224
38 100
1 2
2 9
134 509
470 1606
331 1267
457 1834
104 326
147 348
236 704
8 21
320 1249
0 0
187 581
1158 4281
290 850
35 138
1152 4988
119 373
12 36
100 285
173 493
640 2705
92 383
179 577
8 26
578 2204
386 1206
420 1229
938 3780
126 404
295 650
27 79
344 1119
44 144
11 41
2 4
201 688
43 145
300 992
95 355
304 1080
167 603
19 53
111 467
838 3247
988 3643
141 392
1703 6564
96 278
215 921
4 16
703 2727
117 504
158 512
53 151
301 999
121 336
136 377
756 2764
309 852
58 98
840 2482
142 499
599 2153
238 706
189 469
244 715
418 1209
325 1062
183 539
413 1238
225 537
196 398
174 333
150 265
149 247
523 1721
146 376
59 116
217 602
15 52
264 700
330 1218
745 2795
205 458
807 2702
579 2068
1220 4686
2369 9778
23 76
380 1505
223 595
43 123
312 1176
401 1133
397 1418
301 705
673 2129
1345 4962
1006 3559
259 655
445 1414
401 1153
375 992
274 576
443 1439
379 1285
15 42
354 1115
74 218
110 338
69 221
493 1685
477 1277
286 607
515 1848
838 2833
58 210
27 80
803 2729
513 1425
180 509
144 448
474 1487
146 458
612 2056
60 218
99 305
122 438
85 310
1 4
198 715
47 158
26 79
160 612
126 453
5 20
74 207
63 160
266 814
189 444
32 49
434 911
113 299
19 32
176 572
480 1612
1071 3685
284 657
259 876
130 322
247 796
116 273
62 130
54 99
475 1644
8 21
42 85
13 45
324 1264
374 1036
506 1658
912 3125
414 1088
93 277
193 465
343 1187
140 462
300 1004
42 96
569 1774
44 100
2 9
35 126
30 100
25 73
1 2
410 1251
9 16
7 17
85 328
0 0
773 2710
115 315
139 397
28 116
27 108
98 353
360 1211
170 482
123 287
52 184
119 309
588 2433
872 3332
9 42
181 522
272 779
163 545
54 161
0 0
18 50
3 11
82 317
19 75
305 903
116 239
52 93
45 83
273 836
294 1021
96 310
179 563
84 221
79 186
42 97
266 803
153 342
131 310
636 2176
626 2172
1162 4314
365 1075
312 884
358 1018
463 1408
17 43
119 339
37 70
34 66
5 18
616 2091
156 473
559 1801
625 2436
2 7
18 50
12 34
169 497
0 0
105 234
175 390
183 641
189 622
37 82
219 735
136 432
164 279
1 3
5 17
235 645
27 70
171 532
131 398
9 34
1 3
0 0
372 1471
40 97
302 967
214 451
9 34
102 367
2590 11178
700 2396
48 164
199 531
141 564
3 6
28 92
4 14
29 110
723 2787
624 1977
66 205
235 848
1 3
48 185
25 74
102 302
0 0
64 175
48 146
2 4
1 3
35 130
62 245
0 0
139 503
64 167
533 1608
1522 5982
410 1335
0 0
6 17
0 0
0 0
777 2462
207 564
68 278
5 13
67 283
41 159
146 571
136 556
281 870
44 85
189 569
624 1674
1007 3345
46 179
1 3
36 133
69 252
415 1390
4 11
102 417
66 203
35 125
14 48
2250 7672
144 396
41 144
5 10
11 36
162 573
93 302
31 94
13 32
33 88
36 102
163 522
1222 4322
846 2677
511 1194
332 627
238 911
102 341
39 112
52 166
406 1614
65 216
33 91
82 258
51 149
42 116
134 504
47 83
62 172
1233 4058
11 34
46 146
135 526
94 316
565 2180
53 163
628 2457
71 243
28 90
58 152
273 692
107 400
220 880
780 2857
391 1247
7 27
26 70
10 34
266 834
230 933
25 78
5 13
0 0
43 155
88 357
1434 4859
0 0
4 12
583 2310
442 1620
691 2171
41 139
390 1443
20 59
1072 4529
224 864
791 2480
11 24
81 299
48 179
0 0
1367 4105
1269 4772
902 1947
395 1213
1 3
41 126
7 19
1389 5153
634 2222
47 180
232 737
1237 3750
32 114
945 3025
421 1053
87 283
22 49
2181 8518
565 1642
383 1199
476 1134
373 808
85 320
598 1718
853 2568
650 2028
95 356
130 542
32 111
426 1712
201 777
169 600
187 808
148 589
50 122
466 1565
459 1330
225 773
23 67
79 273
450 1735
17 45
61 184
1 2
24 81
38 140
229 892
936 3119
356 1179
137 281
87 280
285 1054
54 152
185 548
57 199
12 22
31 83
32 103
135 516
31 88
430 1441
7 24
674 2728
2459 10835
1089 3966
280 1008
7 19
33 116
25 77
13 42
77 248
935 3050
171 494
246 746
14 41
68 239
14 46
13 49
5 10
29 74
345 1249
82 261
63 200
107 375
10 26
63 202
25 76
72 174
162 470
451 1866
165 494
61 162
1731 6874
558 1663
265 730
385 1125
549 2109
240 708
1491 5749
160 308
99 154
22 67
91 320
306 945
346 1133
1352 5731
448 1285
199 524
91 160
375 942
20 51
41 161
2 8
46 149
29 106
8 21
271 703
148 276
125 205
58 93
319 1289
53 189
3 8
263 802
4 10
14 55
4 11
750 2369
328 801
121 255
157 464
11 39
8 26
0 0
6 22
18 64
56 142
163 537
21 71
0 0
10 43
419 1215
487 1766
42 145
23 89
83 264
1 1
166 559
33 129
41 162
30 84
7 19
133 325
164 613
28 81
11 26
10 23
90 250
399 1475
3428 14800
239 1012
128 417
354 1116
89 230
518 2015
28 79
20 61
199 734
306 1051
63 145
3 8
193 693
729 2873
742 2829
22 59
67 236
291 948
43 114
211 636
34 77
164 568
72 249
786 2516
118 330
277 983
42 108
61 205
33 74
4 9
119 331
287 986
1021 3887
185 646
12 30
42 121
32 84
2 6
28 93
20 65
102 280
117 415
161 432
330 1057
164 397
98 201
17 64
69 318
250 582
213 521
850 3412
1 4
0 0
7 23
474 1744
17 56
11 24
852 3101
1996 7350
504 2032
1473 6065
391 1523
100 419
317 1231
241 903
17 58
133 520
57 241
445 1491
99 404
77 257
215 747
5 22
10 43
118 467
9 31
5 12
145 608
161 659
104 446
31 116
52 182
107 429
280 1012
362 1122
160 605
707 2831
28 75
291 1098
897 3562
771 2999
646 2503
346 807
522 2085
186 697
341 816
0 0
4 8
141 442
0 0
0 0
1451 5916
4 11
280 789
10 34
17 63
12 40
72 146
429 1740
127 476
1010 3731
91 356
98 388
317 1212
65 261
460 1863
67 123
111 337
557 1711
45 131
103 293
37 81
0 0
15 56
38 80
81 323
9 31
1229 4242
493 1174
1799 6620
108 393
425 1488
385 1232
422 1516
31 77
404 1497
10 35
341 787
133 456
2241 9245
13 46
4 16
345 1431
6 10
35 137
8 26
252 625
640 2161
884 3588
295 1184
51 190
0 0
35 126
149 538
10 34
65 188
49 143
144 486
447 1412
104 263
248 862
416 1631
524 1809
36 103
206 900
0 0
161 378
14 46
8 12
7 8
139 523
190 622
215 947
53 114
224 793
899 2952
343 1284
421 1747
174 562
591 2390
74 311
839 3212
315 1043
73 124
65 101
40 69
583 2248
118 365
85 297
18 64
71 167
37 120
16 50
161 475
989 3672
341 1029
136 269
82 278
6 22
2 8
12 26
0 0
558 2138
275 1067
352 1398
139 378
60 150
1 4
194 718
353 1374
379 1465
55 210
611 2070
327 1231
982 3719
33 107
222 841
69 275
93 345
88 372
155 566
145 563
0 0
1066 3749
862 2913
394 1610
2 7
2 5
81 290
516 1795
356 1456
252 1098
177 733
141 604
20 80
208 769
101 389
521 2154
93 368
206 832
548 2100
273 884
623 2340
802 2943
244 889
68 208
765 2950
680 2571
25 81
869 2990
945 3427
64 206
33 112
213 788
70 236
564 1483
1585 6687
110 348
11 30
73 241
66 233
3 5
130 392
18 64
29 98
3 3
34 113
200 703
3 12
56 181
51 176
288 1066
118 280
2 7
38 138
42 156
165 716
195 770
3 9
16 61
66 211
17 54
9 31
62 189
130 440
33 122
49 160
259 870
308 851
1222 5077
711 2810
9 22
60 221
1 2
354 1406
258 933
8 28
333 1137
383 1113
520 1638
44 160
453 1724
1113 4334
19 66
21 52
304 1126
1 4
61 160
6 7
166 603
485 1829
253 889
0 0
25 98
1 5
483 1510
874 3046
1728 6517
1331 4663
168 437
509 1959
225 768
70 154
163 605
124 491
45 163
5 15
398 1358
431 1499
3 9
54 200
300 1093
161 346
0 0
24 98
0 0
220 727
0 0
394 1666
251 829
325 1324
72 241
172 662
359 1419
1 1
497 1828
204 747
4 9
133 432
5 16
264 729
1 1
886 3400
66 232
2 5
232 826
97 323
11 35
3 10
91 305
32 102
447 1455
1 2
29 99
30 125
29 99
77 312
122 328
0 0
0 0
